,node,embedding
2698,5412,"[ 4.65239071 -0.62301533  0.66929123 -1.50175853 -0.52149583 -1.00016937
  2.0906425   0.70755997 -1.78257259  1.61695082  0.88644919  0.31107902
  0.99184692  0.462753   -0.15755831 -0.70241563 -1.03696143  1.16716493
  0.43642224  0.08048607 -0.83948649 -0.44249986 -0.07585342  0.84102595
 -1.96578246  0.71805291  0.41563621  0.28302485 -0.02558014 -0.19874067
  0.18710346 -0.00910545]"
2699,117,"[ 4.84078361 -1.13056354 -1.30395662  1.61091632  0.41974619  1.13158542
  0.67635878  1.52318966 -0.23946794 -0.41898703  1.21162056 -0.10938749
  0.6725368   0.03051014 -1.43093286 -0.26821007  1.75719884  0.58680928
  0.56426103 -0.12631199 -0.92461432  1.93653122  0.42354225  0.72598655
 -0.5217771  -0.8648107  -0.38865248  1.85127449 -0.21538691  0.1924008
  1.02200171  0.37395938]"
2700,994,"[ 0.73001404  0.32472034 -0.32048212 -0.17931902 -0.43832326 -0.00901126
  0.38848308  0.08343706  0.01083662  0.14081998 -0.13960878 -0.07781474
  0.01919131  0.15540714  0.0563796  -0.26513332  0.95850469  0.2485189
  0.29031981 -0.12620292 -0.16999465  0.20894817  0.37184846  0.27253313
  0.02078817  0.10594754 -0.20709491 -0.00897975  0.05580377  0.00684096
  0.24047903 -0.13727805]"
2701,2246,"[ 6.4319359  -2.29731153  4.43199869  1.03764746 -0.18004204  0.32426973
  1.29168266  0.99994739 -1.21737408  0.66142127  1.09282565  1.81840649
  1.84572446  0.722892    0.58453503  0.24664608  1.76054334 -0.29898252
  0.69378946  0.04170656 -0.39317727 -0.5102304   0.55924875 -0.26543273
  0.52621005  0.39640401 -0.63855957  0.45082419 -0.87092956 -0.52912084
 -0.20311099  0.61021836]"
2702,2182,"[ 3.59435241 -0.31312012  0.00548956 -0.49906846 -0.15609367 -1.48622321
 -0.0202731  -0.17716311  0.74178402  0.90638373 -1.03518779  0.38752262
  0.14756484 -0.57964999 -0.79307526 -0.03485395  0.39919088 -0.15254834
  0.72348195  0.76583249 -0.15723083 -0.39683561  0.19237191  0.51851848
  0.26464264 -0.20771631  0.50529627  0.28662663 -0.07324987 -0.22389907
 -0.42543868 -0.13348187]"
2703,4647,"[ 1.3759762  -0.52084039 -0.18742349 -0.74085595 -0.15137041 -0.24059988
  0.13555981 -0.1501316  -0.21301581 -1.1353077   0.07038721  0.07176439
  0.16901624 -0.34686359 -0.7296762   0.19214997  0.31200793 -0.53328966
  1.30760615  0.0222937   0.24938794  0.17237483 -0.29831111  0.29108095
  0.61896797  1.19794253  0.92558998  0.45322874 -0.20035998 -0.2780281
  0.23459925  0.01113421]"
2704,5419,"[ 4.77607116 -0.55022153  3.32759604 -0.12333177 -0.23387331  0.08746631
  0.20428531  1.01607964 -1.54214692  1.05499738  0.60724747  0.00798727
  0.63550199 -0.82336161  0.62951322 -0.12656618 -0.95086325  0.57552778
  0.13442509  0.65140711 -0.66613416  0.36867946 -0.12042988  0.19069138
  0.06514382 -1.4405425   0.34345859  0.79407524  0.41883656 -0.2154307
  0.29076464 -0.02111143]"
2705,6530,"[10.09867555  0.23328899 -1.66367727 -2.37244543 -0.30705141 -1.56948382
  3.08140018 -0.81978476  1.11794036  2.34096148  0.34013455  0.36062509
 -0.27380032  0.2659053   1.22348777  0.1724939   2.73825013  0.91941124
 -1.11137265  0.65410463 -1.32157585 -0.03190476  0.15420889 -0.36194222
  0.8012724   0.48377861  0.05895358 -1.45212831 -1.19782563  0.51073724
  1.5449263  -0.20524711]"
2706,534,"[ 2.71806787 -0.67197836  2.85681826 -0.37076248  0.2478655  -0.24818723
 -0.02854999  1.82453756  0.498425    1.30559987 -1.12801882 -0.21977601
  0.30503685 -0.82670689 -0.15876717  0.07727353  0.89459918  0.35763974
 -0.27298963  0.10724168  0.55648611 -0.21414424  0.11180286 -0.0427197
  0.38180215 -0.64913795 -0.22332172 -0.06424089 -0.23708285 -0.34873968
 -0.61360649  0.04328007]"
2707,2384,"[ 9.41673783  0.73249285 -0.40871463  7.20336038 -1.65319212 -1.78392629
  3.2786116   3.4393625   2.2913923   1.98735248 -2.24531003  0.18058225
  1.4279527   1.19237411 -2.18771969  0.95432294  1.3525797   1.22564902
 -3.51479038 -0.37639215 -0.34422434  5.37004049  0.23326755  1.19385981
  0.92290582  1.8795667  -0.94016479  3.83803064  0.02780348  1.21636656
  2.29147836  0.15779775]"
2708,5905,"[ 0.91235233  0.41192587  0.1790103   0.67671633 -0.53891589  0.04443477
  0.04958616  0.19932422  0.4739382  -0.08670985 -0.42273414 -0.02451131
  0.26530401 -0.14898055 -0.39023388 -0.19453638  0.28247837 -0.60588517
 -0.24821592  0.06612936  0.1800636   0.62070786  0.42648507  0.32573027
  0.05391329  0.25988903  0.02180996 -0.24727326 -0.14952783 -0.4397764
 -0.04711748 -0.22375756]"
2709,6522,"[ 0.74086076  0.31815453 -0.01167109  0.66198328 -0.4875697   0.02450112
  0.21806079  0.35095192  0.47687704  0.10149113 -0.44188445 -0.10099514
  0.12168373 -0.14900716 -0.25805785  0.13012305  0.2457733  -0.10013623
 -0.30701672 -0.05684672  0.24304572  0.50842503  0.37808165  0.22989998
  0.05395559 -0.00104895 -0.05880932  0.03146478 -0.37658114 -0.37866826
 -0.1832393  -0.31486063]"
2710,3356,"[ 9.09090227e+00 -2.00115566e+00  2.94739131e+00 -2.02908568e+00
 -6.39066533e-02 -1.71959683e+00 -7.19743830e-01  2.67379423e+00
  3.93161742e-01  1.69296404e-01  4.25446164e-01  2.90605826e-02
  2.48950626e-01  6.88843518e-01  1.15625209e+00 -1.27891171e+00
  3.00177327e+00 -1.10540094e+00 -1.81673139e-01 -8.46520027e-01
  2.26920890e-01 -8.83784490e-01 -1.32471937e-03 -2.75519177e-01
 -1.45922896e+00  1.22462482e+00 -9.58128455e-02  5.52418351e-01
 -2.65681129e-01  6.25408114e-01 -2.14548133e+00  4.69637518e-01]"
2711,195,"[ 0.89389918  0.32619825  0.32389424  0.64883642  0.05826179 -0.20805363
  0.14996153  0.87435101 -0.33081814 -0.53245988  0.44155544 -0.55763415
 -0.33702829 -0.19336082  0.08929196 -0.44914858 -0.2341185  -0.49212563
  0.31497692  0.55914427  0.20013361 -0.48765006  0.01450974  0.10227462
  0.05758829 -0.21234187  0.11424621  0.14516629  0.14488359  0.15656846
 -0.02431115 -0.16461275]"
2712,3883,"[11.32117571  0.76266023 -4.44522055 -1.70706812  1.79462398 -1.03693457
 -2.48669236  2.80214202  3.55723161 -4.60879342  1.67572327  0.13126605
  0.69421302 -0.22128948  1.04530591 -0.04592419 -0.65231705 -0.07238402
 -0.11257239 -0.07721448 -0.74280367 -1.14171747  0.90059752  0.05044954
  0.37424294 -1.29652793  1.16415953  0.63693457 -0.35996535  1.29501527
  0.88066524  0.71359618]"
2713,3718,"[ 3.90623351  0.31330741 -2.00677658 -0.59729435  0.13226529  0.30284146
 -1.00299828  3.44511707 -0.54423526 -1.52720237 -0.23198515  0.41204056
 -0.15392004 -0.2722411  -0.98124909  0.85526503  0.76066838 -1.02889528
  1.00045605  0.91362369  0.91646395 -0.54851841 -0.18964118 -0.44503499
 -0.39242767  0.15646353  1.87388223  0.40001345  0.22061671  0.76835755
  0.24104533  0.095305  ]"
2714,6387,"[ 1.94161874e-01  7.99581041e-02 -2.14144937e-01 -1.19702793e-01
 -3.12372550e-04 -7.95207636e-02 -4.03344289e-02  1.43854601e-01
 -1.13068902e-01  1.17239066e-01  1.12071556e-02  2.41066512e-02
 -5.77445780e-02 -8.50047122e-02 -3.21426504e-01  1.30228471e-01
  8.13228995e-02 -1.95712897e-01  7.14857577e-02  2.06594011e-02
  1.85196581e-01 -4.78003430e-02  1.87072531e-02  3.56376638e-02
 -1.08531795e-01  4.98280414e-02  3.12973320e-01 -4.68912829e-02
 -1.54992267e-01  1.23610588e-01 -2.07347775e-01  1.41468887e-01]"
2715,215,"[ 1.06735236e+01 -3.03721717e-01 -3.99771243e+00 -1.74536903e+00
 -1.47330980e+00  1.43217391e+00  2.12612716e+00 -1.75036434e+00
  3.40263531e+00  5.25959607e-01  1.83379740e+00 -2.05516571e-01
  1.34296638e+00 -2.18764799e-01 -7.24219797e-02 -6.24203218e-01
  1.43484057e+00  7.84836028e-01 -1.27932351e+00 -1.94956767e+00
 -8.04840658e-01 -4.64029106e-01  1.72866084e+00  1.27269915e+00
 -7.42385266e-03 -9.37703669e-01 -6.81137580e-01 -1.48434187e+00
 -7.32362645e-01 -3.00187210e-01 -9.73366618e-01  5.81847726e-01]"
2716,2657,"[ 4.2866267  -1.06568992 -0.53771155  0.04735828  0.15510252 -0.08209415
  0.59309895  1.59116298  0.50825911  1.14455816 -0.94488737 -0.17918942
  0.40347431 -0.09951939 -0.82124749  0.17812892 -1.03403911  0.20522385
 -0.46476256  0.01514698 -0.19103948 -0.29327521  0.30240056 -0.31661565
 -0.3492994  -0.02870046  0.78909489 -0.22131134 -0.13981605  0.03798155
 -0.58187963 -0.24052944]"
2717,1907,"[ 4.8664127   0.30372389  2.24342028 -0.45733012  0.11997108  0.72326752
 -1.17435542  2.54003     0.30758989 -0.8766037  -0.40545276  0.91524581
  0.50054485 -0.39029215  0.0463947  -0.04132992  0.99297568 -1.70322559
  0.78466374  1.45804444 -0.43107035  0.219853   -0.69186732  0.39149481
 -0.06609436 -0.20822811  0.47779805  0.43247238  1.55156207 -0.33957711
  0.56107842 -0.82123332]"
2718,2826,"[ 2.69515734 -0.02071544 -0.95547209 -0.46613979  0.08280403  0.46910122
 -0.66471258  2.24928834  0.15925758 -0.78292931 -0.03305998  0.57465642
 -0.24410619  0.04508205  0.23779631  0.196715    0.78177534 -0.4588863
  0.90970972  0.91299214  0.06924304  0.16893408 -0.80632873 -0.1846457
 -0.74750395 -0.13576825  0.3462087   0.62505387  0.58064847 -0.00567408
  0.10755297 -0.42252015]"
2719,4121,"[ 3.36404661e+01 -2.52664660e+00  4.23628194e+01 -3.37096055e+00
  5.59034142e-01  3.00431117e-01 -3.90799751e+00  1.00302633e+01
  2.56157864e+00  7.50273668e+00 -6.73467743e+00 -1.73854292e+00
 -9.00133762e-01 -6.37976453e+00  1.86365569e+00  1.03357277e+01
  2.10616068e+00 -7.42618843e-01 -2.84364993e-02  4.37318749e+00
 -2.32961847e+00 -2.03018753e+00  2.12121923e+00  1.25766155e+00
  5.74683943e+00 -1.21399658e+01 -3.27113184e-01  7.15776878e-01
 -1.07551147e+00 -2.11695842e-01  2.37191209e+00  1.43666840e+00]"
2720,4234,"[ 9.43460199  0.80088738 -1.95722665  1.99749478 -0.87571245  0.11602042
 -2.2668766   4.99909827  0.59269975 -2.05549277  0.4005985   0.46083294
  0.44733063 -0.55839053  0.65150072  0.78479885  1.97316799 -0.17785283
  1.05399464  0.74311503  0.85794583 -0.25752152 -0.50330523  1.49887372
 -0.85534764  0.75827767  0.45911768  1.13008479  0.3695778   1.37501811
 -0.45071847 -0.76598667]"
2721,5514,"[ 2.69515734 -0.02071544 -0.95547209 -0.46613979  0.08280403  0.46910122
 -0.66471258  2.24928834  0.15925758 -0.78292931 -0.03305998  0.57465642
 -0.24410619  0.04508205  0.23779631  0.196715    0.78177534 -0.4588863
  0.90970972  0.91299214  0.06924304  0.16893408 -0.80632873 -0.1846457
 -0.74750395 -0.13576825  0.3462087   0.62505387  0.58064847 -0.00567408
  0.10755297 -0.42252015]"
2722,5653,"[ 5.21495948  0.1667723  -1.80063663 -1.01878612  0.62583934  1.05492791
 -0.99516357  3.42891572 -0.85460467 -0.69187669 -0.14112212  0.95473072
 -0.24962569 -0.01797052  0.92871354  0.55411327  0.56852055 -0.69313
  1.8751233  -0.00960362 -1.14318587  1.08414127 -0.45302508 -0.31723392
 -1.43333337  0.13469545  0.76221815  0.8685854   0.45385286  0.48788878
  0.2320485  -0.3238046 ]"
2723,4829,"[ 2.51893051 -0.91115683 -0.70131113 -0.84405893 -0.79188196 -0.25860386
  1.22882586  1.08757961 -0.58974886  1.03310016  0.25925515  0.22596081
  0.0949497  -0.04982742 -1.21988621  0.07578353 -0.38189678  0.31555886
  0.18288846  0.34190027 -0.39612192  0.01182275 -0.39561508  0.25386332
 -1.19643953  0.10584195  0.65680929 -0.54998272  0.04353639 -0.06914823
 -0.53086034  0.02940226]"
2724,2339,"[ 5.93409887 -1.00697258  1.15764166 -1.27723661  1.08865525  2.25312809
  1.17606896  0.15167196  0.56456135  0.16041782  0.38833726 -1.38479574
 -0.35289298  1.96108739  0.0878645   0.23915777  0.90016687  0.30338413
  0.3808637  -0.19708685 -0.29768961 -0.2746853   0.33671246  1.53167835
 -0.66942437  1.20685203  0.16654203 -0.64949911  2.01700547  0.09925654
  0.14825681 -0.97876244]"
2725,1293,"[ 2.55702703 -0.69852442  1.50777792 -0.22282425  0.0794734   0.21208793
 -1.00539603  0.48371544 -0.3424439  -0.26245109 -0.18340804  1.07076761
  0.25948785 -0.54593553 -0.88547826  0.17790265 -0.07061864 -0.55220812
  0.31155515  0.50471883 -0.61286728  0.38689118  0.19214884 -0.02107191
 -0.58993036  0.52839973 -0.18097634 -0.2215394   0.17159663 -0.13434771
  0.19329255 -0.46024349]"
2726,5746,"[10.15042074  0.23053862 -3.00608548 -1.76709    -0.54023784  1.90504433
  2.84285757 -0.29298228  2.36814166 -0.45788013 -0.22778299  0.36767235
 -0.7037259   1.07033281  1.28801573 -0.51484575  0.57068024 -0.83516743
  0.45432312  0.45518736  0.61925344  1.21339393  2.13397107 -0.21675663
 -0.03362731 -0.41420792  0.72645845  0.93906338 -1.71989382 -0.17781726
 -0.08415874  0.53425068]"
2727,6686,"[ 1.37631535 -0.42776089 -0.44282831 -0.13300693 -0.19545326  0.49968552
  0.12877641 -0.01635981  0.39521695 -0.22610564  0.15431645 -0.26372616
  0.10122403  0.10356468 -0.44139559 -0.0138795   0.32873116 -0.02424408
  0.10146703 -0.11806767  0.08139956  0.13124992  0.61043468  0.0561376
 -0.28583509 -0.12576771  0.21524458  0.03446936 -0.20499888  0.26261464
 -0.57516642  0.39102333]"
2728,6689,"[ 3.39073134 -0.5967797  -1.5988673  -0.45287884 -0.05703384  0.43975991
 -1.10119238  1.39472949  1.31700187 -1.33782436  0.44612651 -0.30450943
  0.12674706  0.26375965 -0.41085806 -0.38777773  0.61796782  0.34259674
  0.3450268   0.63541191  0.23914914 -0.64976553  0.9137753   0.47382657
 -0.17376789  0.02882829  0.11264653  0.44196747 -0.51778268  0.24846341
 -0.15547415  0.48998238]"
2729,4565,"[ 23.79346894   2.84625866  30.60011951   2.49243241   1.32903053
  -0.93734585   1.89533474   8.22103553   2.59423683   8.91570721
 -14.08315739  -1.50848822   8.80920395  -9.42806162  -4.80482373
   2.04886508  -3.25667093   3.17555008  -0.05411176   0.35597771
  -0.09630474  -4.88057128   0.86495745   1.90842202   7.57868189
 -16.71703615  -0.26034842   2.9573967   -1.13594793   2.15170748
   5.53881922   0.36398271]"
2730,4817,"[ 4.52969136  2.15643788 -1.66216565  0.20589154 -0.88948305 -0.35824477
 -1.7060968   1.1993279  -0.55845002 -1.18410238  0.20268757  0.93393385
  1.09058375 -0.55554897  0.5133841   1.16559599 -0.07334871  0.99089449
  0.44714184 -0.54155866 -0.34940723 -1.13836426  0.8931024   1.40304195
  1.44181529  1.0807068   0.42708327 -0.3734664   0.34649915  0.49257474
  0.36485941 -0.23553577]"
2731,4189,"[ 1.60387388e+00 -3.83652590e-01 -7.55423604e-01  1.02470633e-01
 -9.93737298e-01 -3.60436000e-02 -6.08700833e-01  1.90337893e-02
  2.29317451e-01  1.69763931e+00  2.36040310e-02 -6.25087041e-02
 -1.96777453e-01 -6.38493475e-04  2.75398314e-01 -2.05029047e-01
 -4.08544692e-02 -1.99469937e-01  7.05382605e-01 -4.21150579e-01
 -7.95834741e-02  3.20476324e-01  6.22864499e-02 -2.15335648e-01
  1.15334713e-01  1.37317497e-01 -2.35924703e-02 -2.56905655e-02
 -6.90156706e-03 -1.01272815e-02  1.86369906e-01 -1.07323659e-01]"
2732,5398,"[ 1.60104125e+01 -2.26435438e+00 -4.25079843e+00  3.09262441e-03
 -4.26677018e-02 -2.54064249e-02 -1.40429559e+00 -1.75102525e+00
 -3.66185874e-01  5.71305152e+00  2.90858753e+00  4.87749475e-01
  3.31453150e+00 -1.15530210e+00  1.30053393e+00  7.85469956e-02
  5.45968447e-01  7.73177718e-01  2.65633083e-01 -1.05194596e+00
 -7.82586028e-01  1.06961606e+00  8.16854471e-01  2.22362322e-01
  3.27556247e-01 -2.66392054e-02  4.12607459e-01 -1.37485786e+00
 -3.69048473e-01  7.19685123e-01 -6.58424528e-01 -3.93330624e-02]"
2733,3931,"[ 2.83942404e+00 -6.31094529e-01  1.36703313e+00 -2.98486769e-01
  8.46298439e-02  7.33835515e-04 -4.19842369e-01  1.44409355e+00
 -7.14033260e-01 -1.58631507e-01 -5.29897522e-02 -1.09378479e-01
  3.07188292e-01  7.51081525e-02 -9.05090672e-02  2.18180133e-01
 -7.08178158e-01  4.91143470e-02  2.92841639e-01 -1.87968528e-01
 -5.05198228e-01 -1.02486628e-01  3.83234350e-01 -1.34443852e-01
  4.88853044e-01 -6.58697972e-01  4.41351458e-01  2.94734042e-01
  5.05816679e-01  1.57100411e-01  3.43421701e-01 -3.98055271e-01]"
2734,4165,"[ 2.94230105e-01  1.42621031e-01 -2.60348354e-01 -3.95632328e-02
  1.93273226e-01  3.81920709e-02  3.70530919e-02  5.97708460e-01
  7.59345747e-02  3.16856790e-01  1.52551714e-01 -3.96662229e-02
 -6.31300156e-03 -3.11879609e-03 -4.69536830e-01 -1.68369428e-02
  4.43002509e-01 -3.55917980e-04 -3.10442048e-02  6.10037324e-02
 -6.32660359e-02  2.23268680e-01  1.50688479e-01 -1.71693061e-03
 -2.41214472e-01  3.70505481e-02 -4.63261421e-02 -9.32504648e-02
  1.67729279e-02 -2.78665011e-01 -1.60017696e-01 -1.45796943e-01]"
2735,2361,"[ 3.03420754  1.48233996  0.26594568  2.3176988   1.62935978  0.3313993
  1.5854246   0.59865931  0.63165328  0.09466616 -0.55267854 -0.21148765
  1.47887093 -0.90267103 -0.57568281  0.61326607 -0.33684711  0.29761742
  0.50235052  0.26878811 -0.31721561 -0.35283303 -0.31073974  0.28983283
 -0.38932197 -0.62730062  0.20905336 -0.88858074 -0.0141339  -0.34816256
 -0.58354642  0.10694675]"
2736,6452,"[11.41485848 -3.5756451   0.74232445  5.80020304  0.65912369 -1.31661537
  3.9110981   2.26999964 -1.10919618  1.41633247  0.10322759 -0.15043842
  0.83277815 -0.22984024 -0.51280975  0.76591009 -3.88871877  1.36992522
 -0.39463598  0.25579713 -0.32839152  0.01211235 -0.03948709 -0.2644108
 -0.96077384  0.72711451  2.31328401 -0.71411432  0.89895094 -1.41726053
  0.88978913 -0.53758241]"
2737,6015,"[ 3.8557856  -0.41894594 -0.61799705 -0.5812175  -0.43147408  0.68874591
 -1.30008361  2.21211278  0.31455488 -0.78485438  0.14300771  0.18422657
 -0.31128709  0.10449725 -0.05912936  0.42654714  1.97732254  0.42775995
  0.46197539 -0.35804705  0.16115042 -0.50223085  1.13292118 -0.18517654
 -0.76031141  0.39321218  0.40976931 -0.62769572 -0.29372969  0.5853938
  0.43111164  0.44508748]"
2738,387,"[ 0.51244578  0.17109138 -0.16666421 -0.45952009  0.43434948  0.31817457
  0.49537278  0.42444375  0.34277835  0.2339397   0.27968606  0.0626613
  0.117585   -0.14926971 -0.22299291  0.02913617  0.17191395 -0.00977221
  0.35222514  0.01094636  0.38529135  0.03114321 -0.14247235 -0.33338448
 -0.20526678  0.18106477 -0.26307906  0.03067272  0.06811631 -0.15700536
 -0.31771142  0.0091704 ]"
2739,1789,"[ 1.73058596e+01 -5.11412434e+00 -4.81406224e+00 -3.28591560e+00
  1.36533209e+00  2.95898303e+00  2.74586092e+00 -3.28600459e+00
  2.29002894e+00 -4.34152687e-01 -6.46295374e-01 -9.91723708e-01
  4.66603053e-01  2.48613206e+00 -1.28162159e+00 -3.48982873e+00
  4.05391030e+00  3.60680297e+00  2.15996184e+00 -1.42880778e-03
 -3.64551599e+00  8.07592908e-01  3.84729851e+00  3.00616148e+00
  6.16641285e-01 -8.53459538e-01 -3.27903827e-01 -1.00885834e+00
 -7.81276352e-01  1.95851449e+00 -1.92841490e+00  1.89363723e+00]"
2740,2668,"[ 1.05753532  0.41296488 -0.77609325 -0.55671846  0.86662994  0.88225627
  0.14802472  0.44317215  0.53413816  1.08299128  0.24611202 -0.24750422
  0.08414714 -0.24335819  0.03466422 -0.20258663  0.14766961 -0.31377681
  0.56303734 -0.59531146 -0.0532464   0.27633056 -0.13847121 -0.68258076
 -0.01440098  0.24001991 -0.35957498 -0.17535831 -0.11250232  0.17242867
  0.00882094 -0.14542246]"
2741,3511,"[ 0.53862722  0.16964028 -0.22572221  0.45455175  0.1541261   0.08550013
 -0.01823212  0.69989403 -0.01351244  0.4462712  -0.03507807  0.14794516
 -0.11055107  0.32020237 -0.13396372  0.2119658  -0.03003245  0.01497954
 -0.27130873  0.05969721  0.32282183  0.33077749 -0.08153682  0.36038422
  0.04670575  0.32115936 -0.05779262  0.0592729   0.19119922  0.01319695
 -0.22764548 -0.22192574]"
2742,2343,"[ 2.06474007  0.03112275  0.21065417  0.03717905  0.15941224 -0.73890561
  0.4102618   0.44551008  0.46007813  0.671543   -0.50596722 -0.61454006
 -0.22106481  0.40162639 -0.3547311   0.16600002  0.58816693  0.35136382
 -0.53310412 -0.01804617 -0.39248171  0.07400601 -0.44514037  0.45597555
 -0.47202095  0.37181099  0.34675483  0.11758089  0.74087648  0.07032037
  0.10660972 -0.33931029]"
2743,4897,"[ 4.72828082 -0.77893462 -1.34189203 -1.09263561 -0.73277746  1.37561496
  0.65724438 -1.09456758  1.2882486  -0.64646966  0.54767312  0.16580368
  0.44534689 -0.09828718 -0.94520579 -0.16689544  0.87931939  0.62230171
  0.3476227  -0.08384541 -0.61468737  0.1783798   1.39447388  1.04103331
 -0.12747958 -0.60321478 -0.98589076 -0.11271195 -0.2630856   0.30545755
 -0.49343879  0.44923498]"
2744,5540,"[ 5.86776975e+00  1.59950939e+00 -1.91021993e+00 -3.22184901e+00
 -1.90565496e-01  1.68669051e+00  4.83124049e+00  2.37387495e-01
  1.53367113e+00  1.54003997e+00  1.33245479e+00  5.49683635e-01
  3.43689012e-01 -3.23786224e-01 -9.45502907e-01 -5.23400220e-01
  1.49059715e+00  7.29324239e-01  5.82699279e-01  5.41797183e-01
 -1.37570429e+00 -1.16788289e+00 -1.07359378e+00 -6.41375802e-01
  7.33380216e-02 -6.87675295e-03  4.75682837e-01 -1.93714049e-01
  2.25325089e-02 -8.90300276e-01 -3.09067317e-01  9.72209551e-04]"
2745,898,"[ 1.31972601  0.47343722  0.44419672  3.23649103  0.64151106  0.35941239
  0.61960693 -0.04170585  0.34912796  0.00548683 -0.79471673  0.15877846
  0.03253499  0.92762575 -0.24661134  0.77577659 -0.0252417  -0.19300911
  1.06812774  0.03206946  0.27840359 -0.60937743 -1.65711228  0.86836544
 -0.07300546  0.18380996  0.18903587 -0.19919534  0.27247366 -0.23991772
 -0.23227025  0.19204927]"
2746,1445,"[22.29455952 -4.29185237  0.6614481  13.40831068  0.10921125 -3.57176364
  1.93741475 -1.16992936  2.6366901  -0.27894812 -2.72282151  0.08044713
 -2.55793363 -2.26767157  1.39367301 -0.41390569  0.50365002  0.61355243
  1.73826365 -1.36011996 -1.64100589 -1.50520942  1.29370039  0.54116611
 -0.32497267 -0.97686622  1.84134424  0.0395437   2.03988972  0.82283693
  0.26713825 -0.3555522 ]"
2747,4443,"[ 4.14726931 -1.27428716 -0.64636318  0.85528263 -0.12894912 -1.25395792
 -0.12268697  0.89227262  0.34639476 -0.11104403  0.02200734  0.30925843
 -0.16428329 -0.22614495 -0.96759868 -0.01074306 -0.08293352  0.89006124
 -0.17752157  0.0632333  -0.14740127 -0.50468582 -0.36757229  0.65658749
 -0.2364475   0.2258714  -0.01577773  0.39954353  0.86357871 -0.08527435
 -0.23919227 -0.64903237]"
2748,6173,"[ 3.39755197  1.18207614 -2.18945319 -0.26648075  0.94769912 -2.19882215
 -2.12669415  1.90547572  0.60116039 -1.89875299  1.04972516  0.3875449
  0.46326089 -0.41172008  0.02971691  0.44739575  0.39336629  0.30115277
 -1.14426904 -0.46406913  0.42185664 -2.36501748  0.23304385 -0.35205917
  1.26975604  1.24864723  0.38093319 -1.53698746 -0.01892613  0.40393506
  0.93532867  0.33865657]"
2749,1966,"[ 2.64113551  0.77439606 -1.25017155  0.77472107 -0.62162268 -0.18439134
  1.33216063  0.8232859   0.52198937  0.48145634  0.47799104  0.27908499
 -0.5543046  -0.17191513 -0.03134827 -0.05835093  0.80797617  0.26965994
 -0.06916323  0.0338014   0.65550078  0.85120483 -0.29403204  0.43404863
  0.67182088  0.51909753 -0.86868407  0.79667359  0.57184523 -0.12819505
 -0.78179359  0.65556342]"
2750,5890,"[ 4.94621249  1.0450106  -2.58296993 -0.39481923  0.89485281  0.79103163
  0.33784535  2.16869992  1.32835605  0.84459228  0.12325562  0.30028643
 -0.4779686  -0.03265716 -0.33279859  0.50485999 -1.11896864 -0.952274
 -0.42616559 -0.72106228  0.00836003  0.47979872 -0.02942318  0.56658752
  0.11524962  0.11334428  0.31220142 -1.56550435 -0.38090684 -0.24835508
 -0.79863003  0.2636333 ]"
2751,588,"[ 5.19072777  0.03073965 -1.59632319 -0.63049123 -0.80441862  0.70107596
  1.62725737 -0.16402322  0.64108821  0.63078059 -0.34026518 -0.94862716
  0.08556651  0.91073508  1.53897248 -0.34324663  2.42159431 -0.03866403
 -0.11754333 -0.9898463   0.55704386  0.5803942   1.42338973  0.47203104
 -0.35040547  0.23001067 -1.28386881 -0.62913663 -0.04832275 -0.29443503
  0.34805074 -0.15159157]"
2752,6675,"[ 0.35155503  0.14996664 -0.26232994  0.04365052 -0.60360068 -0.03480677
  0.01978934  0.00596288  0.25691075 -0.03938436  0.14663842  0.04914792
  0.0679881  -0.01240679 -0.11234744  0.0430387   0.36481092  0.06853174
  0.12910341 -0.10756411  0.1309424   0.11283849  0.30019297  0.14825126
 -0.00249863 -0.11502739 -0.15727586 -0.04664943  0.10234383 -0.02500759
 -0.21682892 -0.03311837]"
2753,5022,"[ 6.28774489e+00 -1.71451091e-01 -1.52190041e+00 -1.12689465e+00
  8.28919760e-01 -4.43843869e-03 -9.18236955e-01  3.22998218e+00
  6.38235950e-01  2.74013180e-01  2.14345317e+00 -3.91177250e-02
  1.01917578e+00 -3.46360561e-02 -6.19751750e-01 -1.07592671e+00
 -6.83369408e-01  4.66937145e-01 -2.12823673e+00  5.18534190e-01
 -1.53125298e+00 -1.34952136e+00 -1.78112498e+00 -2.78967076e-01
  3.43898288e-01  1.96496558e-01  3.92581446e-01 -5.18737158e-01
  4.37089533e-02 -2.72470258e-01 -4.06190929e-01 -1.10341195e+00]"
2754,1618,"[ 3.48090421 -0.32702575 -0.53215579 -0.08253379  0.4718054   0.15531396
 -0.06474099 -0.47178104 -0.25951188  1.30560752  0.0780338  -0.14531955
  0.8225919  -0.46971076 -0.43235727 -0.06608585  0.11990488  0.41539277
 -0.1518496  -0.28276985 -1.05616481  0.05118528 -0.34684656 -0.12791581
 -0.5985474   0.24073334  0.4808234  -0.23589263  0.01411828  0.0397564
  0.19886381 -0.62235749]"
