,node,embedding
4768,4436,"[ 0.61138177 -0.45166502  0.47017189 -0.00645778 -0.26467236  0.28339066
  0.02344843 -0.25157416  0.36336539 -0.00878451 -0.5576078   0.09192763
 -0.17314278  0.43413994 -0.02090734 -0.1937776  -0.2597025   0.01966529
  0.05591915  0.26487402  0.21709027  0.02965266 -0.3285136  -0.22457624
  0.01230586  0.14346798 -0.29344894  0.05976353  0.02067201 -0.12450159
 -0.03391776 -0.18343127]"
4769,1221,"[ 1.5598362  -0.79951986  1.64030437 -0.24729085 -0.33882159  0.51451164
 -0.10291999  0.07748467  0.88878626 -0.10630016 -0.78759993  0.08164252
 -0.06534398  0.32023922  0.45812739 -0.17705159  0.27415889  0.67734469
 -0.73328174 -0.28663249 -0.14089634  0.04868147 -0.20929247 -0.29471358
  0.25873301  0.22328243 -0.46692338 -0.33377348  0.14628866 -0.11117846
 -0.17342804  0.22331599]"
4770,5180,"[ 1.30966052 -1.26198056  0.75171526  0.14695583 -0.27850045  0.85981906
  0.40296947  0.23078007  0.3514469   0.15577454 -0.74062961 -0.10834069
  0.25664842  0.34422881  0.61603521 -0.21974435 -0.26484407 -0.47249603
  0.16436895 -0.13323702  0.32919098 -0.27053934  0.41178679  0.04864636
 -0.21511045  0.86074582  0.11189349  0.19403319  0.06249907  0.25846427
 -0.18900461  0.23810084]"
4771,5777,"[ 2.73567505e-01 -1.33904199e-01  1.30048060e-01  2.10745008e-01
 -3.18497420e-03  2.25588632e-01 -1.31415019e-01 -9.44400228e-02
 -1.76192743e-01 -2.58268315e-02 -1.31097160e-01  2.35039735e-04
  1.07255548e-01 -1.69670812e-02  1.96743155e-01 -1.04349827e-01
  5.88416490e-02 -5.70042826e-02  4.27458200e-02 -1.00342601e-01
 -6.93263291e-03 -6.68086227e-02  9.95289222e-02  8.89029563e-02
 -6.16122706e-02 -4.27126620e-02 -6.08471632e-02  3.85486338e-02
  1.23508583e-01  1.59499224e-01 -9.46040594e-02 -2.44292814e-03]"
4772,1489,"[ 0.39194183 -0.16776668 -0.18806026 -0.02043456 -0.10492921 -0.02417313
  0.00312272 -0.27224059 -0.22043621  0.05155092  0.17047713  0.04594591
  0.11264269  0.06101052  0.08943951 -0.15488564 -0.03048674  0.0291307
  0.03678988  0.15860188 -0.07544565 -0.13305913 -0.18013467  0.11575521
  0.02598289 -0.01943084  0.23451751  0.34182433 -0.07732074  0.01395001
  0.26970936  0.02660617]"
4773,1266,"[ 0.87015977 -0.84520154  0.24564683  0.04706624 -0.18200858  0.58872053
  0.30338982  0.16698898  0.05546699  0.11028945 -0.42067984 -0.13350962
  0.17570991  0.27132652  0.21838745 -0.31437052 -0.02837469 -0.53022694
 -0.14302821  0.08573421  0.13629356 -0.12903794  0.53482414 -0.15842999
  0.02149358  0.73964044 -0.02188688 -0.16977582  0.16591338  0.13388625
 -0.14677698  0.33251411]"
4774,5999,"[ 0.87015977 -0.84520154  0.24564683  0.04706624 -0.18200858  0.58872053
  0.30338982  0.16698898  0.05546699  0.11028945 -0.42067984 -0.13350962
  0.17570991  0.27132652  0.21838745 -0.31437052 -0.02837469 -0.53022694
 -0.14302821  0.08573421  0.13629356 -0.12903794  0.53482414 -0.15842999
  0.02149358  0.73964044 -0.02188688 -0.16977582  0.16591338  0.13388625
 -0.14677698  0.33251411]"
4775,5865,"[ 0.3350623  -0.18419879  0.1490361  -0.03161652 -0.08477568  0.16524281
 -0.18938258 -0.00213043  0.16247183 -0.01900371 -0.17072391  0.07100013
  0.02666433  0.05410162  0.27298689 -0.10166347 -0.35488809 -0.13861428
  0.05550396 -0.02400891  0.08100093 -0.03155345 -0.03203059 -0.00598747
 -0.0028937   0.11341398 -0.03135378  0.26924086 -0.23158546 -0.06150416
 -0.04525834 -0.0622547 ]"
4776,1871,"[ 0.45384065 -0.42807515 -0.20202066 -0.08614505  0.08360842  0.12732554
  0.1406082   0.12506856  0.03870022  0.10969225  0.39541168  0.03065508
  0.24839072 -0.08530062  0.29285658  0.00383474 -0.29653201  0.11580349
  0.00713585  0.1563855  -0.27382651 -0.03126142 -0.06921182  0.33341568
 -0.31596323  0.15689416 -0.04534917  0.16193904 -0.01959545  0.04888921
  0.05611752  0.16586522]"
4777,3676,"[ 0.30810063 -0.32143263 -0.01152027  0.04110678  0.12945629  0.17821962
  0.14384134 -0.07429273 -0.12216349  0.00180041 -0.03613522  0.17465714
  0.02685274 -0.15578976 -0.07670738 -0.21612703  0.10399116  0.06690865
 -0.03073568 -0.05039435  0.02157775  0.03287614 -0.05084815 -0.05574282
  0.16277106  0.06077405  0.16327672  0.09624518 -0.0874708  -0.05291078
 -0.14341289 -0.0380962 ]"
4778,5134,"[ 0.54623106 -0.3755555  -0.1180406  -0.3671397   0.61422294  0.08887224
 -0.0515334   0.03821446  0.28487428 -0.03170825  0.3930208   0.09933348
 -0.04950063 -0.7287925   0.06033038 -0.33613359 -0.05618267  0.12226025
  0.05806277  0.05034096  0.09914787  0.03278088 -0.29286853  0.22685824
 -0.18550678  0.20805611 -0.01637537  0.10963734 -0.03421404 -0.00158758
 -0.14495697 -0.05255022]"
4779,3732,"[ 0.72253203 -0.36842695 -0.22711542 -0.31967616  0.8278587   0.23792773
 -0.03981461 -0.23029183  0.07885884  0.03013176  0.19661177 -0.04770428
  0.00537976 -0.65048608  0.06121611 -0.25260204 -0.23725602 -0.17964348
 -0.12511312  0.03680926  0.05846898 -0.21868151 -0.30826198  0.13964685
  0.11086582  0.51781906  0.08581403  0.21793321 -0.04759368  0.06456058
 -0.26551858  0.19400674]"
4780,921,"[ 0.79584915 -0.46691099 -0.55194466  0.00533717 -0.15433753  0.40077932
  0.113101   -0.07699793 -0.1186516  -0.54789915  0.03022922  0.87623189
 -0.44793973  0.09160554  0.0646111  -0.18947964 -0.35119133 -0.54687862
 -0.12159499 -0.00312826 -0.15904653  0.00577628  0.09866686 -0.40362556
 -0.14669097  0.19170156 -0.00925389  0.33032105 -0.06042251  0.55115575
 -0.3089878   0.01722031]"
4781,3666,"[ 1.1477505  -0.77433423 -0.53383796 -0.08726734 -0.59373287  0.09858423
  0.20923841  0.18189561 -0.24014431 -0.1505984   0.65217579 -0.47167846
  0.06245661  0.38191659  0.33561895  0.32597061 -0.04420045  0.43803061
  0.26000556 -0.19810964 -0.39232895  0.09096886 -0.1041554   0.19498786
 -0.26228442 -0.27691545  0.16857384  0.10527702  0.29548054 -0.100986
  0.09017351  0.81124731]"
4782,1752,"[ 0.4763364  -0.29601965 -0.33598151 -0.18128118  0.10210315  0.08986907
  0.08477249 -0.3563831   0.0185497  -0.12562223  0.32731635  0.16718611
 -0.136196   -0.01741682 -0.14446587 -0.341225   -0.26829614  0.16868094
 -0.20910158  0.15933671 -0.0096551  -0.31993956  0.06309617 -0.00393265
 -0.19278514  0.21509383 -0.05773153  0.33150892  0.06902886 -0.32086841
 -0.36649032 -0.17354252]"
4783,535,"[ 0.34436644 -0.34379994 -0.19108761  0.18599857 -0.01389844  0.15715323
  0.07674129  0.03851947 -0.25976008  0.06808109  0.05914557 -0.11364923
  0.01379885 -0.00478502  0.24690826  0.08307749  0.10086724  0.08356528
  0.03399491  0.01145252 -0.18397094  0.13678626 -0.01189297  0.29821308
 -0.22556708  0.20137352 -0.02012918 -0.1395093   0.20610714 -0.10070785
  0.09807525  0.22644392]"
4784,2067,"[ 0.25404835 -0.16499117 -0.24667648 -0.11443134 -0.0031569   0.10056142
  0.04147384 -0.0894504   0.00715007 -0.17941513  0.16557877 -0.00840408
 -0.00405818  0.0163138   0.06145338 -0.11992124 -0.12978214  0.04449811
 -0.06893397 -0.04105552 -0.06894421 -0.09677957 -0.07191886  0.04369531
 -0.10226477  0.04988961 -0.07696616  0.16320741 -0.01186272 -0.04609277
  0.06866763  0.21831642]"
4785,3560,"[ 0.25404835 -0.16499117 -0.24667648 -0.11443134 -0.0031569   0.10056142
  0.04147384 -0.0894504   0.00715007 -0.17941513  0.16557877 -0.00840408
 -0.00405818  0.0163138   0.06145338 -0.11992124 -0.12978214  0.04449811
 -0.06893397 -0.04105552 -0.06894421 -0.09677957 -0.07191886  0.04369531
 -0.10226477  0.04988961 -0.07696616  0.16320741 -0.01186272 -0.04609277
  0.06866763  0.21831642]"
4786,5088,"[ 0.58856504 -0.33207158 -0.06838343 -0.25541194  0.4217777   0.11411184
 -0.22781856  0.23560545  0.2920721   0.00403736  0.3052896   0.00323999
 -0.00994249 -0.59388923  0.25545156 -0.35856571 -0.06818333 -0.03563323
  0.00362175 -0.05415947 -0.13770312  0.10916262 -0.12444491 -0.00378815
 -0.27433972  0.29777724  0.01919443  0.25759873 -0.09554383 -0.21907856
 -0.07266567 -0.18105955]"
4787,300,"[ 0.61940925 -0.54969646  0.43940989  0.15571498 -0.14179356  0.38686399
  0.13398053 -0.13121261  0.06987396  0.20781151 -0.48112622 -0.11213644
 -0.18288457  0.16345838  0.18894226 -0.11127408 -0.16733158 -0.33579308
 -0.24971648 -0.02086834  0.05412327 -0.13675838 -0.15831988  0.07258805
  0.1725975   0.59581159  0.31929511  0.0586655  -0.42111246  0.23629596
 -0.16526711  0.23591099]"
4788,4479,"[ 0.31601831 -0.10110285 -0.13748529  0.0024232   0.11916214  0.10944208
 -0.02167584 -0.31538078 -0.01728743 -0.09500298 -0.06821171 -0.15024022
  0.24533567 -0.12670183 -0.04441259 -0.12648488 -0.05831057 -0.0650366
 -0.178039    0.2383301  -0.21625993 -0.06539341  0.00128666  0.02322462
 -0.0270249   0.09686872 -0.10770605  0.13597313 -0.25211475 -0.22908275
  0.26568174  0.07516167]"
4789,3882,"[ 0.76857267 -0.49584195 -0.3618398  -0.17532112  0.80081422  0.57621206
  0.17461334 -0.20673041 -0.07989727 -0.13238111  0.06583465  0.04070794
 -0.0593688  -0.24773369 -0.27389296 -0.64418214  0.09981591 -0.10225101
  0.13369885 -0.24410599  0.20062241 -0.11977961 -0.45847879 -0.0796028
  0.1603039   0.15440079 -0.17026117 -0.07338896  0.17667152 -0.05874507
 -0.43141067  0.08978569]"
4790,3704,"[ 0.236345   -0.15212204  0.13583293 -0.0372972   0.04760201  0.1678358
 -0.1592105  -0.11654916  0.15944317  0.00071954 -0.1592109   0.06236436
  0.10117255 -0.05147126  0.22635411 -0.2025038  -0.24183492  0.02978885
  0.01078009  0.05282749 -0.1056794  -0.15121265 -0.16967654 -0.0688726
  0.00074421  0.09124658 -0.03953531  0.22826329 -0.14412719 -0.10339842
 -0.06034995 -0.10919867]"
4791,3779,"[ 0.26663462 -0.13260045 -0.1485746  -0.09073605  0.21799585  0.09815064
 -0.16486667 -0.13512685  0.00985193  0.02736922  0.1651388   0.01931533
  0.32062704 -0.23776135  0.14796986 -0.25185272 -0.10039481  0.0003488
 -0.05415744  0.12706157 -0.01181798 -0.09320361 -0.07757654  0.18664775
 -0.15340628  0.04913784 -0.04859101  0.14298241 -0.08800121 -0.17080848
 -0.09124964 -0.01138868]"
4792,1120,"[ 0.86579409 -0.47899239 -0.31066117 -0.49478364  0.94271299  0.38672064
  0.01646686 -0.02243197  0.0358696  -0.25678029  0.32911693  0.40504885
 -0.16206138 -0.48311716 -0.03212357 -0.38013678  0.25315245 -0.11510132
  0.13689435 -0.05223237  0.23610494  0.05970001 -0.3502805   0.19791443
  0.00675138  0.31742898 -0.00497721  0.20424381 -0.01295743  0.17011362
 -0.24810669  0.02294335]"
4793,1917,"[ 0.84669399 -0.55865476 -0.12099573 -0.05979385  0.50705868  0.26245287
  0.02562671  0.14626664  0.11771927 -0.04549489  0.34823113  0.06487194
  0.11912905 -0.39507461 -0.10186923 -0.39921012 -0.03702017  0.17480003
 -0.44476336 -0.28005842  0.13519451 -0.013823   -0.44086357 -0.16452627
  0.00110002  0.18990577  0.24610687  0.24225284  0.25551406 -0.09737654
 -0.04113823  0.05935115]"
4794,5703,"[ 0.50659992 -0.49996128 -0.13735239 -0.07949546  0.11388133  0.21018896
  0.20233628  0.18845374  0.0656959  -0.05535666  0.2927884  -0.06953998
  0.22690029 -0.03268078  0.13373681 -0.02221227 -0.21464949  0.23845
  0.02747741 -0.22226285 -0.19500317  0.23377057  0.0607541   0.25093492
 -0.26627127 -0.13200544  0.04023242  0.23452838  0.05837457 -0.06020426
  0.14181365  0.27909192]"
4795,2975,"[ 0.75498919 -0.40039772 -0.22131463 -0.4531745   0.68522149  0.04428883
  0.02986138  0.03267035  0.2117138  -0.11753309  0.50336085 -0.0531099
  0.07471765 -0.61791699 -0.00797181 -0.0417361  -0.31940434  0.00810776
  0.05030707  0.12794637 -0.09770597 -0.02093614 -0.34843985  0.11066162
 -0.19863235  0.16382988  0.02630865  0.22878641 -0.26233111 -0.11729279
 -0.12264784  0.18242623]"
4796,2636,"[ 0.41842458 -0.04310816 -0.15587504  0.19802236  0.26245867  0.01907344
 -0.2289855   0.07508606  0.05115217 -0.01057924  0.03295204  0.19548653
  0.0757156  -0.37100662 -0.07163326 -0.067866   -0.20664205 -0.02890401
 -0.12568671  0.13300483 -0.24330113  0.16884546 -0.08256599 -0.08565697
 -0.1714536  -0.0133278  -0.08635747  0.11351616 -0.13977862  0.02446899
 -0.23410701 -0.05607361]"
4797,1916,"[ 0.76634127 -0.28081205  0.45418146  0.16953625  0.30635474 -1.02808225
  0.39368754 -0.04067218  0.19129883  0.09573109 -0.08200726  0.20465346
 -0.14179996 -0.36919736 -0.37526267  0.52402621  0.08717008 -0.42402134
 -0.492854    0.38821809 -0.12512567 -0.14331613 -0.08714272  0.04954945
 -0.15940486  0.48845679  0.29951873  0.3515089   0.04663079 -0.01814565
 -0.13047638 -0.00833777]"
4798,4452,"[ 0.57371089 -0.50334156 -0.05710824 -0.11173306  0.05332108  0.25429728
  0.29158301 -0.26262571  0.08244319  0.26934059  0.09030986  0.17995586
 -0.01598558  0.03282105 -0.08027587 -0.2889416  -0.1014901   0.1433185
  0.1225493   0.26269069  0.02107486 -0.08084037  0.00369504 -0.06031033
  0.09931374  0.183954    0.11597517 -0.23518794  0.22204457  0.11632874
 -0.09155603  0.16715948]"
4799,3269,"[ 0.34182941 -0.25905153 -0.02363514 -0.0177902  -0.01739112  0.20804483
  0.33273905 -0.22546375  0.0269575   0.20093726  0.00775996  0.24251056
 -0.02898009  0.11161113 -0.40232152 -0.18870521 -0.07978895  0.03439431
 -0.00904326  0.02688765  0.15657104  0.02498741 -0.0462766  -0.13027466
  0.00322385  0.17102843  0.25739774 -0.25154198  0.07440786 -0.08382547
 -0.2418325   0.19394739]"
4800,3938,"[ 0.88293458 -0.57890753 -0.21525749 -0.40578902  0.34710134  0.35401113
  0.33681614 -0.29860156  0.15152431  0.1779406   0.47215754  0.32304161
 -0.05680159  0.00665274 -0.24712553 -0.44853844 -0.14219689  0.15332156
 -0.04695611 -0.02929897  0.21179192  0.07318861 -0.06730374 -0.10333752
 -0.11889137  0.31976095  0.18707399 -0.31644836  0.26409916 -0.10102621
 -0.47931021  0.33633728]"
4801,4719,"[ 0.3704987  -0.31575377 -0.13069759 -0.09125404  0.19454756  0.16693027
  0.28259371  0.21677488 -0.00629036 -0.15593669  0.20661365  0.12871046
 -0.15517065  0.17025072 -0.30923809  0.07316541 -0.09486192 -0.11837431
 -0.0604762  -0.19291578 -0.0983974   0.19951293 -0.14925206 -0.09021697
 -0.13671444 -0.3389062  -0.0616817  -0.05469925  0.10556749 -0.01993094
 -0.17151533  0.0267703 ]"
4802,1155,"[ 0.98619683 -0.71512098  0.38760682 -0.14295941  0.51588312 -0.35764227
  0.61171184  0.25756468  0.47410332 -0.41551957  0.23370833  0.24351826
  0.10612835 -0.4831551  -0.59006859  0.44707732 -0.19785397  0.0762611
  0.11930058 -0.15511376 -0.02348732  0.47657095 -0.44226011  0.32376344
 -0.387957   -0.29330759 -0.15053256  0.07194988  0.13551831 -0.18587286
 -0.21907077 -0.05395338]"
4803,1646,"[ 0.72722554 -0.51144091  0.34018922 -0.02315804  0.3687964  -0.43682661
  0.53759477  0.11009086  0.3544696  -0.34404741  0.16601019  0.25086234
  0.14230187 -0.41225242 -0.54617683  0.39397087 -0.17112952 -0.14875332
  0.06325484 -0.0409965   0.00218841  0.17222111 -0.40988469  0.24996934
 -0.34999653 -0.07819967 -0.12212617  0.09994763  0.17275348 -0.13512681
 -0.29540708  0.01151169]"
4804,5437,"[ 0.94524055 -0.31557135 -0.38361838 -0.59074399  1.17116007  0.37123369
 -0.00757753  0.17315783  0.25894515 -0.35835361  0.36743065  0.16526237
 -0.23092098 -0.66969809 -0.34994151 -0.1242083  -0.02347417 -0.33181073
 -0.00843712 -0.33261241  0.25212928 -0.01962117 -0.70222316 -0.01078676
 -0.18375751 -0.04702695 -0.14376721 -0.39980735  0.26965389 -0.07630677
 -0.22350386  0.23168019]"
4805,1346,"[ 0.74157259 -0.73717956  0.48274978  0.1630164   0.16209439 -0.3336902
  0.64490818 -0.19520668  0.33820219 -0.18689201 -0.53158881  0.18610776
  0.07753695 -0.29454064 -0.6995108   0.6097255   0.14054791 -0.18610143
  0.1439997   0.31493632  0.12872786 -0.16200877 -0.22073488 -0.18947172
  0.15121062  0.18365462 -0.20301118  0.12391618 -0.1326713  -0.09348352
 -0.06735425 -0.01542099]"
4806,5401,"[ 0.93893324 -0.61138426  0.60856341  0.11723378  0.3369041  -0.83020359
  0.96877097 -0.23409276  0.47575463 -0.62911674 -0.06398862  0.04939341
  0.06901853 -0.21243332 -0.79061499  0.66195761  0.1750629  -0.79476446
 -0.24161705  0.12745354 -0.15098504  0.31716937 -0.41079052 -0.23673683
 -0.62203296 -0.22115806 -0.23347399  0.28206572  0.06149383 -0.27100398
 -0.0340453  -0.06879465]"
4807,5716,"[ 0.07494429  0.01727661  0.0216768  -0.06929614  0.154123   -0.02039291
  0.02487875 -0.02660623  0.03657598 -0.07228272 -0.01726204 -0.06587831
 -0.01738154 -0.04894389 -0.09244488  0.07455919  0.06764128 -0.08303861
  0.01324857 -0.0009067   0.01217878  0.00597721 -0.0984897   0.02383518
  0.02346959  0.03852979 -0.05459198  0.01020915  0.02864512 -0.02315928
 -0.03396143  0.04368659]"
4808,5348,"[ 0.30649912 -0.10147127 -0.12445512 -0.23462462  0.42942808  0.18131713
 -0.05897312  0.06233224  0.03892224 -0.1215174   0.15251266 -0.09336258
  0.03238043 -0.21334835 -0.01904017 -0.10331932  0.12374946 -0.14599547
 -0.09666195 -0.20673927  0.18994176 -0.0502808  -0.17751217  0.15521039
 -0.06640816 -0.06377572 -0.07146874 -0.01665519  0.13605666 -0.07819968
  0.02723474  0.1108555 ]"
4809,5504,"[ 0.24691558  0.03802486 -0.16586171 -0.15950974  0.24946757  0.07837877
 -0.1566794  -0.03497384 -0.01850479  0.10512128  0.04766071 -0.22973007
  0.0870306  -0.03368341 -0.03614173 -0.16068851 -0.02876661 -0.13395262
 -0.10682549 -0.05864185 -0.03573849 -0.0140348  -0.01463928 -0.05609288
  0.09928717 -0.06973202 -0.18493826 -0.01580764  0.04962748 -0.11689771
  0.10161293 -0.01267149]"
4810,5065,"[ 0.49818328  0.07692235 -0.22975779  0.05586963  0.41856638  0.13827011
 -0.43111359  0.30785372  0.10817591 -0.22257398  0.04754995  0.04512342
  0.03031261 -0.13799863  0.02224269 -0.10074629  0.21751705 -0.09467134
 -0.16290252 -0.34210479  0.32757479 -0.08034111 -0.14594009 -0.16914953
  0.0325665  -0.10837948 -0.07525751 -0.22011542  0.23370745  0.07380015
 -0.00669722  0.20853526]"
4811,4922,"[ 0.21222177 -0.12615776  0.00340163  0.16756121  0.04266883  0.14533
  0.11332667 -0.00370682  0.03431613 -0.01046272 -0.07618798 -0.02804826
  0.11756115  0.0657033  -0.07719134 -0.1214189   0.15145762 -0.1769384
 -0.03837457 -0.00860431  0.11545179  0.00164174  0.14152509 -0.09752819
  0.05017233  0.10511673  0.12079954 -0.01378921  0.05021631  0.01376339
 -0.17794241  0.06316122]"
4812,1175,"[ 0.52713933 -0.3070013  -0.23122783  0.19106298 -0.09249502  0.07034794
 -0.08430536  0.14137764 -0.31506643  0.18068216  0.0480697  -0.15416857
  0.41886742  0.03657942  0.44487148  0.14383618  0.15966522 -0.3136337
  0.09391498 -0.10684733 -0.17700996 -0.08213711  0.32194625  0.36558348
 -0.09298408 -0.03953976 -0.05654361 -0.22014764 -0.02780072  0.22609989
  0.18327985  0.307081  ]"
4813,475,"[ 0.49135322 -0.32419038 -0.11437525 -0.0842434   0.03090594 -0.1112739
  0.18829217  0.41404564  0.08351431  0.01871807  0.17661609 -0.17071729
  0.26161086  0.13717847  0.13044157  0.44091983  0.08736209 -0.03432259
 -0.03868655 -0.19990308  0.00733169  0.18791643  0.17960635  0.11970728
 -0.31360663 -0.03251576  0.01731255  0.03444697  0.14296178 -0.11606134
 -0.30524555  0.30120317]"
4814,4269,"[ 7.53855880e-01 -5.40893397e-01  3.68232132e-01  3.24970530e-01
 -3.45336731e-01  5.54704410e-01  6.61844301e-02 -1.69245795e-02
 -6.28782218e-03  1.74652130e-01 -6.02390827e-01 -1.65709318e-01
  1.21303018e-01  2.08833546e-01  1.15137809e-01 -2.12315107e-01
  3.95434505e-01 -7.49836214e-01  4.43677603e-01  1.03725936e-01
  4.92805714e-01 -7.92828536e-02  2.19981122e-01 -3.73309613e-01
 -1.61205979e-02  4.75320958e-01 -1.24786515e-01 -7.74294433e-02
  4.12522376e-01  1.97564104e-01 -3.13639347e-01  6.42743825e-04]"
4815,5469,"[ 7.53855880e-01 -5.40893397e-01  3.68232132e-01  3.24970530e-01
 -3.45336731e-01  5.54704410e-01  6.61844301e-02 -1.69245795e-02
 -6.28782218e-03  1.74652130e-01 -6.02390827e-01 -1.65709318e-01
  1.21303018e-01  2.08833546e-01  1.15137809e-01 -2.12315107e-01
  3.95434505e-01 -7.49836214e-01  4.43677603e-01  1.03725936e-01
  4.92805714e-01 -7.92828536e-02  2.19981122e-01 -3.73309613e-01
 -1.61205979e-02  4.75320958e-01 -1.24786515e-01 -7.74294433e-02
  4.12522376e-01  1.97564104e-01 -3.13639347e-01  6.42743825e-04]"
4816,2990,"[ 1.2922675  -0.67482962 -0.63262603 -0.28588314 -0.31941759  0.27115357
  0.03779508  0.0224731  -0.29464963 -0.48529275  0.50226579 -0.46606879
  0.34088135  0.38129601  0.49635342  0.10673814  0.03954538  0.09569107
 -0.36605442 -0.25553342 -0.37902318  0.00988931  0.24831483  0.44454108
 -0.15868485 -0.02891844 -0.14223846  0.20680274  0.2191491  -0.14715404
 -0.21987003  0.48804349]"
4817,2326,"[ 0.95949953 -0.551568    0.64495788  0.29153995 -0.32650846  0.43692328
 -0.07075454  0.136917    0.26417634  0.02055575 -0.54371891 -0.33295683
  0.41842583  0.20048951  0.35001046  0.2608219   0.11130569 -0.26430548
  0.21928789 -0.11425763  0.31569953  0.06387025  0.13339221 -0.28468705
 -0.24302588  0.2404503  -0.05366913  0.14151726  0.22121894  0.20653656
 -0.01359725  0.19175381]"
4818,2298,"[ 0.21195194 -0.02814194  0.00870813 -0.07851908  0.15061885 -0.0559291
 -0.06861222  0.04047394  0.05952747  0.12332946  0.07023023 -0.05442453
  0.18013422 -0.20869289 -0.067645   -0.08612356 -0.03135061 -0.0758159
 -0.07202985  0.00529007 -0.05774159  0.01233877  0.03519284  0.02691738
 -0.1293495   0.01440948 -0.03460526  0.03511404 -0.03276076 -0.12597864
 -0.03930365 -0.04560464]"
4819,242,"[ 0.44144897 -0.38237587  0.10025752  0.01856829  0.03640757  0.01543973
  0.11121653  0.09981651  0.09383388  0.1000175   0.1037698  -0.1470778
  0.31977492 -0.08251547  0.19356325  0.19324983 -0.09745117  0.04014447
 -0.10237858  0.04365791 -0.11763527  0.13624345  0.0611888   0.44413497
 -0.32602421  0.08821122 -0.07014349  0.00134425  0.10027079 -0.12618678
  0.11432204  0.38131376]"
4820,6574,"[ 0.34860052 -0.25299943 -0.11825472  0.21830276  0.00387942  0.18868557
  0.14492644  0.09674126 -0.14479448  0.06510783 -0.09749504 -0.16352672
  0.30379146 -0.00972026  0.0613894  -0.04317404  0.09131762 -0.21490431
  0.00999858 -0.13064057 -0.02609642 -0.05642016  0.28566095  0.03388243
 -0.15034503  0.30753777  0.04338173 -0.03043026 -0.1117331  -0.05455195
  0.02902306  0.37444241]"
4821,5161,"[ 1.01550845 -0.75293355  0.12849777 -0.15066806  0.11987023  0.15078619
  0.38473022  0.25153449  0.23952918  0.0172591   0.12924906 -0.24038011
 -0.0262042  -0.00151217 -0.06300757  0.25408403 -0.2922217   0.08530476
 -0.282395   -0.24954821 -0.11519448  0.1161539   0.03000743  0.21727656
 -0.02880114 -0.34588303 -0.09749732  0.05588385  0.34988143 -0.07260029
 -0.3528417   0.12210061]"
4822,892,"[ 0.89216984 -0.40018901 -0.08775591  1.00413614  0.3219562   0.35027843
 -0.36547667 -0.26324266 -0.19316122 -0.06059753 -0.31995907  0.05449541
  0.33513146 -0.26716648  0.17605679 -0.11152917  0.2893771   0.01964396
 -0.30840451 -0.16990595  0.63885697  0.03457295  0.09763749 -0.16673408
 -0.06222337  0.16066687  0.25528477 -0.03784197  0.12405623  0.10595432
 -0.39190755  0.02327345]"
4823,4181,"[ 0.72653626 -0.62521951  0.61478883 -0.16536721 -0.32183114  0.49538753
  0.08367919 -0.13479164  0.62639619  0.05842983 -0.54479883  0.01332348
 -0.04117887  0.43956249  0.28572019 -0.32659758 -0.24400651 -0.07788124
  0.20082259  0.17126378  0.31940909 -0.05020607 -0.24052114 -0.04200621
 -0.22358929  0.369237   -0.34318156  0.04607886 -0.16698709  0.02158941
 -0.06326378 -0.11550102]"
4824,2796,"[ 0.84918669 -0.68939792  0.59150425 -0.06077986 -0.3935365   0.67689579
 -0.05889553 -0.10684403  0.34173364  0.07100279 -0.49781852  0.04452272
  0.08131825  0.44442898  0.60977157 -0.15323327 -0.12638451 -0.16150309
 -0.06941584  0.04152752  0.11458323 -0.07779362  0.00238743  0.31118857
 -0.18988614  0.27941577 -0.3981618  -0.16713923  0.04494702  0.39608809
 -0.11011533  0.14302586]"
4825,4888,"[ 0.84918669 -0.68939792  0.59150425 -0.06077986 -0.3935365   0.67689579
 -0.05889553 -0.10684403  0.34173364  0.07100279 -0.49781852  0.04452272
  0.08131825  0.44442898  0.60977157 -0.15323327 -0.12638451 -0.16150309
 -0.06941584  0.04152752  0.11458323 -0.07779362  0.00238743  0.31118857
 -0.18988614  0.27941577 -0.3981618  -0.16713923  0.04494702  0.39608809
 -0.11011533  0.14302586]"
4826,3665,"[ 0.63826431 -0.40142038  0.67221431 -0.11751224 -0.02112717  0.24839485
 -0.219534    0.04289458  0.71118641 -0.03280685 -0.69351706 -0.07609399
  0.19017145  0.09934863  0.46764318 -0.24725525 -0.08972441 -0.02813107
 -0.04470701 -0.1235351   0.06036668 -0.0028348  -0.13324381 -0.34093975
  0.24564133  0.05087859 -0.40668248  0.01839288 -0.20158471  0.02595788
  0.03759805 -0.0816142 ]"
4827,4988,"[ 1.31458027 -0.75430249  1.11039295 -0.09471531 -0.56372204  0.61557815
  0.26237804 -0.38989574  0.61237849  0.24933541 -0.95044137 -0.48435251
  0.1505455   0.52501041 -0.07111937 -0.205089   -0.22463262 -0.74399665
  0.55241323  0.35145913  0.55017874 -0.0825643   0.16778882 -0.66103958
  0.2228112   0.46887502  0.05796261 -0.1777374   0.51597935  0.05117737
 -0.15098435 -0.07595019]"
